@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
617,'2019/09/19 21:52:19:308',2,-9072478,-9138527,-8217428,-7757392,-8087643,-8483178,-9140852,-10128523,-11511469,-13026003,-8811361,-7691852,-7034442,-7101521,-6049607,-6312524,-6508101,-7032901,-7757136,-8876133,-8351321,-6772294,-6509896,-5523518,-5325369,-5456183,-5653048,-6179138,-7165261,-8019796,-6247502,-5720638,-5853252,-4735024,-4865326,-5324594,-5916734,-6836552,-7624266,-8083529,-395028,-4212042,-5922906,-5988694,-5657414,-5328455,-5457210,-5849654,-6571062,-8015165,-131590,-3685723,-6777459,-5984327,-4995880,-5193009,-5455665,-6506043,-7952723,-9467508,-5133176,-9147062,-11055826,-12239579,-11779028,-10265274,-12566215,-13487578,-11515606,-11252952,-10067905,-11384278,-12305631,-13028838,-12897253,-12305890,-12174049,-12173793,-11647709,-11254749,-12107483,-12370911,-12831461,-13554667,-12043750,-12832235,-13554668,-12173795,-11582686,-8955829,-12896743,-13028585,-12370659,-11976674,-11582946,-12765929,-13488620,-12108001,-10466518,-10010554,1
618,'2019/09/19 21:52:19:341',2,-9072478,-9138527,-8217428,-7757392,-8087643,-8483178,-9140852,-10128523,-11511469,-13026003,-8811361,-7691852,-7034442,-7101521,-6049607,-6312524,-6508101,-7032901,-7757136,-8876133,-8351321,-6772294,-6509896,-5523518,-5325369,-5456183,-5653048,-6179138,-7165261,-8019796,-6247502,-5720638,-5853252,-4735024,-4865326,-5324594,-5916734,-6836552,-7624266,-8083529,-395028,-4212042,-5922906,-5988694,-5657414,-5328455,-5457210,-5849654,-6571062,-8015165,-131590,-3685723,-6777459,-5984327,-4995880,-5193009,-5455665,-6506043,-7952723,-9467508,-5133176,-9147062,-11055826,-12239579,-11779028,-10265274,-12566215,-13487578,-11515606,-11252952,-10067905,-11384278,-12305631,-13028838,-12897253,-12305890,-12174049,-12173793,-11647709,-11254749,-12107483,-12370911,-12831461,-13554667,-12043750,-12832235,-13554668,-12173795,-11582686,-8955829,-12896743,-13028585,-12370659,-11976674,-11582946,-12765929,-13488620,-12108001,-10466518,-10010554,1
619,'2019/09/19 21:52:19:376',2,-8941403,-8941147,-8085583,-7690825,-8613990,-9273726,-9865610,-10787230,-12169918,-13355229,-8613467,-7691336,-6837063,-7233621,-6050122,-6115657,-6508615,-6967621,-7757648,-9139820,-8219734,-6377023,-6444361,-5523775,-5259576,-5587772,-5587514,-5916480,-6639175,-7625296,-6576203,-5918272,-5787974,-4669232,-4799534,-5061163,-5455924,-6376772,-7427917,-7821387,-592147,-4080201,-5791063,-5593933,-5262653,-5065025,-5523263,-5850683,-6440505,-7490363,-131590,-3291212,-5593174,-5195579,-4799271,-5194809,-5193264,-5783602,-6899257,-8214087,-5067639,-9081526,-10990032,-11317957,-10198443,-8618637,-9800329,-11050658,-10723508,-10922952,-10068160,-11384278,-12305374,-12963301,-12831716,-12305633,-12108255,-12107999,-11581916,-11254747,-12041692,-12370656,-12765925,-13554922,-12043750,-12766698,-13489132,-12173795,-11582430,-8955830,-12831206,-12963048,-12305122,-11976674,-11582946,-12765929,-13489131,-12107746,-10466518,-10010555,1
620,'2019/09/19 21:52:19:424',2,-8612953,-8611668,-8150349,-8546657,-9930375,-10787748,-11314353,-12104387,-12960728,-13553124,-8283474,-7756872,-7034699,-7233366,-6247757,-6049863,-6574664,-7034185,-8284765,-10193544,-7956307,-6443075,-6444106,-5655105,-5194298,-5654596,-5719360,-5982017,-6507590,-7493712,-6905171,-5918273,-5787718,-4668722,-4799537,-4995115,-5192495,-5850688,-6771275,-7427405,-1512728,-4012862,-5460556,-4671030,-4537388,-4865845,-5522751,-5982273,-6638402,-7425345,-131590,-2764605,-4869190,-5790548,-5393985,-5197126,-5062711,-5455410,-6242611,-7293242,-5067640,-9081268,-10134202,-8947340,-7563879,-6444370,-6311494,-7823708,-8810868,-9799055,-10067906,-11318742,-12239839,-12963044,-12765667,-12174047,-11844569,-11976412,-11516123,-11254491,-12041947,-12370656,-12765925,-13489132,-12043750,-12766441,-13488875,-12173539,-11582430,-8955830,-12831206,-12962793,-12305124,-11976674,-11517411,-12766185,-13489132,-12042466,-10466519,-9945020,1
621,'2019/09/19 21:52:19:459',2,-8482139,-9006688,-9796728,-10654361,-11774908,-12499922,-12763865,-13092830,-13290209,-13618919,-8085581,-7954510,-7034184,-6837835,-6772558,-6838607,-7496024,-8351080,-10128781,-11840440,-7890773,-6639939,-6246470,-6049349,-5260351,-5589832,-5851461,-6047809,-6639174,-7691602,-7102032,-5785918,-5721411,-4865846,-4799538,-4995376,-5126705,-5521468,-6113606,-6836299,-2827815,-4274482,-5129790,-4077608,-4338982,-4732458,-5127219,-5850690,-6639176,-7229255,-131590,-2567479,-5330775,-5989468,-5526601,-4934725,-5129021,-5521720,-6046264,-6767928,-5067640,-8291742,-7764091,-6116171,-4995881,-4996402,-5193269,-5718070,-6768187,-7885640,-10067906,-11318741,-12239581,-12699869,-11975374,-10658738,-9407384,-9999524,-10657974,-10923462,-12107228,-12370656,-12765669,-13489131,-11977957,-12700905,-13488617,-12108001,-11582429,-8955830,-12896743,-12962793,-12370660,-11976674,-11582691,-12897257,-13554924,-12107746,-10400982,-9945021,1
622,'2019/09/19 21:52:19:493',2,-12235192,-13024714,-13617884,-13684967,-13619433,-13685225,-13751017,-13882346,-13948395,-14211566,-8744796,-8546389,-8545879,-9204588,-10456975,-11379884,-11972538,-12696522,-13289692,-13619431,-8481625,-8086352,-7363922,-7562588,-6708568,-6510672,-7101524,-7494739,-8680298,-10391182,-8483424,-6903882,-7036244,-6247244,-5655111,-6181714,-6312014,-6574158,-7165008,-7823450,-7300444,-6707277,-6643028,-5261121,-5391680,-5456189,-5587517,-6113608,-6968916,-7626073,-1052695,-5723480,-6710364,-5657930,-5261375,-5392194,-5851719,-6639950,-7427663,-8018254,-6580878,-7370871,-6909025,-7501421,-6907744,-6053464,-5919054,-6179909,-6901060,-7753796,-11186385,-12239065,-11514557,-9735822,-8023401,-6969940,-6640204,-7362641,-8544603,-9401710,-12962533,-13159912,-13489131,-14080751,-12766695,-13160422,-13158360,-12238037,-12107481,-9744832,-13620205,-13686254,-13094122,-12831210,-12437482,-13554927,-14212081,-12831208,-11255775,-10865353,1
623,'2019/09/19 21:52:19:527',2,-14211310,-14145775,-14211310,-13882605,-13685485,-13751020,-13817069,-13882860,-14014190,-14277104,-10984603,-11707819,-12564419,-13486554,-13684965,-13488102,-13685224,-13882344,-13684968,-13685483,-8218964,-7888718,-7559755,-7494481,-8351334,-8813177,-9865866,-10918554,-11511987,-12500175,-8153430,-7429452,-6707022,-6971224,-5919824,-5854033,-6444628,-6639949,-7297877,-8284771,-8418145,-6640967,-6576720,-5721672,-5326403,-5720393,-5785159,-6048075,-6573904,-7231317,-8089698,-6904908,-6511954,-4998462,-4997693,-5127738,-5324603,-5982535,-6968660,-7625560,-7961750,-8355968,-7500909,-7106664,-6513244,-5657423,-5655627,-6377806,-6967371,-7689033,-11318226,-9475997,-7303010,-6973533,-6511188,-6182739,-6116433,-6114373,-6966853,-7886152,-13028326,-13159912,-13028577,-12171717,-9802657,-9406351,-8944252,-9009531,-9734030,-9606292,-13620462,-13686254,-13094122,-12699881,-12306151,-13489133,-14080493,-12699622,-11189726,-10799560,1
624,'2019/09/19 21:52:19:560',2,-14606069,-14606068,-14606068,-14277617,-14146033,-14146033,-14211825,-14343153,-14408946,-14606324,-14211565,-14211823,-14343408,-14474994,-14343153,-13948910,-14146031,-14343151,-14080238,-14146032,-9866372,-10259849,-10918298,-11774126,-12432832,-12565710,-14341855,-14868456,-13619430,-13554411,-8548704,-8285275,-7628121,-7431516,-7235426,-6774874,-7366241,-7693407,-8746868,-10194319,-8812906,-7825753,-7234652,-6972253,-5985107,-6512223,-6839648,-7101022,-7495263,-8087656,-9142643,-7628634,-7301729,-5985616,-5721934,-5851979,-5916744,-6377811,-7298400,-7956072,-9143164,-7958626,-7103322,-5986383,-5525834,-5787726,-6181715,-7101275,-7823709,-8348765,-11910362,-10594742,-8554888,-9081490,-8818061,-7501687,-6775651,-7035733,-7560017,-8281681,-13423081,-12765661,-10922158,-9802384,-8221298,-7562595,-7495771,-7955549,-8942189,-9930367,-13949681,-14015217,-13488876,-13160428,-12766442,-13752558,-14146284,-12962533,-11781346,-11391186,1
625,'2019/09/19 21:52:19:593',2,-14606069,-14606068,-14606068,-14277617,-14146033,-14146033,-14211825,-14343153,-14408946,-14606324,-14211565,-14211823,-14343408,-14474994,-14343153,-13948910,-14146031,-14343151,-14080238,-14146032,-9866372,-10259849,-10918298,-11774126,-12432832,-12565710,-14341855,-14868456,-13619430,-13554411,-8548704,-8285275,-7628121,-7431516,-7235426,-6774874,-7366241,-7693407,-8746868,-10194319,-8812906,-7825753,-7234652,-6972253,-5985107,-6512223,-6839648,-7101022,-7495263,-8087656,-9142643,-7628634,-7301729,-5985616,-5721934,-5851979,-5916744,-6377811,-7298400,-7956072,-9143164,-7958626,-7103322,-5986383,-5525834,-5787726,-6181715,-7101275,-7823709,-8348765,-11910362,-10594742,-8554888,-9081490,-8818061,-7501687,-6775651,-7035733,-7560017,-8281681,-13423081,-12765661,-10922158,-9802384,-8221298,-7562595,-7495771,-7955549,-8942189,-9930367,-13949681,-14015217,-13488876,-13160428,-12766442,-13752558,-14146284,-12962533,-11781346,-11391186,1
626,'2019/09/19 21:52:19:628',2,-14540790,-14606071,-14606325,-14212083,-14080498,-14080498,-14211825,-14277618,-14408947,-14540789,-14211824,-14212080,-14343410,-14474995,-14277874,-13948911,-14146031,-14277616,-14080240,-14146033,-11447219,-11709621,-12170177,-12960721,-13289948,-13488357,-15395572,-15724023,-13817068,-13554413,-8023904,-8154207,-7562073,-7167318,-7365986,-7103585,-7563880,-8088426,-9207938,-10655903,-8483944,-7957599,-6971227,-7170663,-6182747,-6381412,-6774887,-6970210,-7495779,-8022379,-9142904,-7497823,-7104611,-6249306,-5591121,-5852240,-5917005,-6377814,-7167332,-7825004,-8879477,-7827044,-6774361,-5789010,-5328717,-5656144,-6050647,-6904927,-7692898,-8217698,-11844828,-11384520,-8752786,-9147544,-8818323,-7567742,-6710120,-6904923,-7494485,-8150870,-13357546,-12634333,-10462121,-9408400,-8024436,-7365732,-7430239,-7890017,-8876401,-9930372,-13949425,-14015218,-13423343,-13094894,-12700908,-13752559,-14146285,-12896998,-11715812,-11325653,1
627,'2019/09/19 21:52:19:662',2,-14540791,-14540791,-14540790,-14212084,-14014963,-14080499,-14146290,-14277618,-14343411,-14540790,-14146289,-14146545,-14212595,-14409459,-14212338,-13948912,-14080497,-14277362,-14014704,-14080498,-11184304,-11446193,-11643574,-12433861,-12762832,-12961243,-14736872,-15065836,-13619432,-13488621,-7958371,-8088929,-7430748,-7299678,-7366246,-6906723,-7235687,-7693927,-8681336,-9997456,-8549739,-8023909,-6970972,-7104616,-6116697,-6315364,-6774890,-6970726,-7495783,-8022383,-9011322,-7827303,-6972770,-6249307,-5525843,-5786705,-5851470,-6378072,-7299176,-7956847,-8946565,-8486265,-7169893,-6513762,-5592916,-5788502,-6116955,-7036259,-7758179,-8283234,-11845087,-11713747,-8094855,-8489356,-8620432,-7501435,-6710634,-6839130,-7494488,-8282201,-13423084,-13292010,-11909833,-10790573,-9078418,-8616835,-8549753,-8746876,-9668496,-10065820,-13949683,-13949940,-13423345,-13094895,-12766446,-13752818,-14409714,-13094637,-11716326,-11325911,1
628,'2019/09/19 21:52:27:757',3,-12828883,-12828883,-12828883,-12368079,-12170700,-12236492,-12368333,-12565197,-12696783,-13025747,-12170952,-12302540,-12434638,-12697553,-12434381,-12039112,-12302281,-12630730,-12236231,-12302026,-10854838,-11250111,-11776967,-12237773,-12105415,-12171208,-15066602,-15066085,-11907523,-11578818,-6709624,-9078687,-10395315,-10328994,-10393244,-11907254,-12038581,-11117744,-10591922,-10789561,-131334,-3749699,-5920325,-5456932,-5389334,-5126937,-5060371,-5454874,-6771261,-9534838,-65794,-2697271,-5790546,-5918518,-5061398,-4402952,-4994065,-5651999,-5847316,-8016180,-3814984,-7894924,-10000813,-10988472,-7961199,-6247482,-5456159,-6175767,-8019016,-9866386,-8947096,-10263471,-11120064,-11975627,-11777992,-11119808,-10658741,-10855864,-10460855,-9346484,-10921654,-11250880,-11712201,-12633043,-11055557,-11844303,-12632532,-11053763,-10002617,-8164237,-11777480,-11909324,-11250884,-10922176,-10594240,-12501714,-13882589,-11250626,-9150642,-9226420,0.77
629,'2019/09/19 21:52:27:814',3,-12894417,-12829137,-12829137,-12433613,-12236235,-12236747,-12433867,-12630987,-12762318,-13091281,-12171207,-12368075,-12499916,-12763088,-12499915,-12104648,-12367817,-12630985,-12367302,-12433097,-10920630,-11381438,-11842503,-12303308,-12170951,-12171208,-15066857,-15131620,-11973059,-11578818,-6775159,-9144479,-10592438,-11250361,-11183796,-12960716,-12894406,-11381433,-10657715,-10855098,-131590,-4012617,-6512724,-5588261,-5586195,-5652767,-5586972,-6178599,-7561552,-9864837,-65794,-2631473,-5198143,-5588779,-5126420,-4402439,-4926728,-5520411,-5650706,-7753520,-3946056,-7960459,-9935018,-10527145,-7105109,-5852461,-5390624,-5583367,-7095074,-9600634,-9012886,-10329007,-11250879,-12041160,-11777476,-10526891,-9736087,-9999262,-10395058,-9477555,-11052470,-11316416,-11843271,-12698577,-11120836,-11909836,-12698065,-11119041,-10068153,-8230027,-11908552,-11974858,-11381954,-10987711,-10659775,-12567249,-13882587,-11250626,-9150641,-9226419,0.77
630,'2019/09/19 21:52:27:874',3,-12959701,-12959701,-12959958,-12433615,-12236238,-12367565,-12499406,-12696270,-12762321,-13091284,-12301771,-12433357,-12565455,-12763091,-12565454,-12104651,-12367820,-12696268,-12367306,-12433100,-10985912,-11315650,-11907785,-12434127,-12170954,-12236747,-15132140,-15131624,-12038598,-11644101,-6840698,-9209761,-10657978,-11579332,-11447231,-13158103,-13157327,-11578304,-10723257,-10920638,-131334,-4209235,-7433842,-6641476,-6770486,-6903107,-7034691,-7758160,-8680305,-10195101,-65794,-2565168,-4999995,-5588011,-5126167,-4598797,-4860172,-5322267,-5584922,-7622455,-3946059,-7960206,-9145238,-9275787,-6511174,-5654832,-5390888,-5517839,-6369804,-8940382,-9012633,-10329010,-11250881,-12040908,-11184566,-9340806,-8483953,-8746614,-9932444,-9608373,-11052473,-11381954,-11777482,-12698323,-11186375,-11909582,-12697811,-11184323,-10199229,-8229776,-11908299,-12105932,-11381702,-11052993,-10725057,-12566996,-13882589,-11381444,-9215926,-9225910,0.77
631,'2019/09/19 21:52:27:911',3,-12828884,-12828885,-12828886,-12368080,-12170701,-12236493,-12368335,-12565201,-12696785,-13025750,-12170953,-12237005,-12434384,-12697555,-12434384,-11973578,-12302283,-12565452,-12236489,-12302283,-10854841,-11250370,-11776970,-12237520,-12040139,-12105676,-15066860,-15131879,-11907782,-11513284,-6709627,-9078947,-10527164,-11514055,-11381955,-13158617,-13092049,-11513026,-10657978,-10855359,-131334,-4210009,-8750749,-9407893,-9405833,-9077128,-10524825,-11248804,-10328231,-10329013,-65794,-2236715,-5065276,-4996121,-4928011,-4534289,-4598540,-4861453,-5651489,-8348753,-3749450,-7237503,-6514006,-6247484,-5259039,-4271889,-4730642,-5322777,-5582346,-7556402,-8881561,-10197936,-10988479,-11778245,-8882307,-6971982,-5916975,-6176800,-7953741,-9344161,-10921401,-11250881,-11711945,-12567250,-10989509,-11712458,-12434894,-10921918,-10002360,-8032912,-11711945,-11909326,-11250884,-10856641,-10593986,-12370130,-13816796,-11184835,-9019316,-9029044,0.77
632,'2019/09/19 21:52:27:963',3,-12828884,-12828885,-12828886,-12368080,-12170701,-12236493,-12368335,-12565201,-12696785,-13025750,-12170953,-12237005,-12434384,-12697555,-12434384,-11973578,-12302283,-12565452,-12236489,-12302283,-10854841,-11250370,-11776970,-12237520,-12040139,-12105676,-15066860,-15131879,-11907782,-11513284,-6709627,-9078947,-10527164,-11514055,-11381955,-13158617,-13092049,-11513026,-10657978,-10855359,-131334,-4210009,-8750749,-9407893,-9405833,-9077128,-10524825,-11248804,-10328231,-10329013,-65794,-2236715,-5065276,-4996121,-4928011,-4534289,-4598540,-4861453,-5651489,-8348753,-3749450,-7237503,-6514006,-6247484,-5259039,-4271889,-4730642,-5322777,-5582346,-7556402,-8881561,-10197936,-10988479,-11778245,-8882307,-6971982,-5916975,-6176800,-7953741,-9344161,-10921401,-11250881,-11711945,-12567250,-10989509,-11712458,-12434894,-10921918,-10002360,-8032912,-11711945,-11909326,-11250884,-10856641,-10593986,-12370130,-13816796,-11184835,-9019316,-9029044,0.77
633,'2019/09/19 21:52:28:026',3,-12828884,-12828885,-12828886,-12368080,-12170701,-12236493,-12368335,-12565201,-12696785,-13025750,-12170953,-12237005,-12434384,-12697555,-12434384,-11973578,-12302283,-12565452,-12236489,-12302283,-10854841,-11250370,-11776970,-12237520,-12040139,-12105676,-15066860,-15131879,-11907782,-11513284,-6709627,-9078947,-10527164,-11514055,-11381955,-13158617,-13092049,-11513026,-10657978,-10855359,-131334,-4210009,-8750749,-9407893,-9405833,-9077128,-10524825,-11248804,-10328231,-10329013,-65794,-2236715,-5065276,-4996121,-4928011,-4534289,-4598540,-4861453,-5651489,-8348753,-3749450,-7237503,-6514006,-6247484,-5259039,-4271889,-4730642,-5322777,-5582346,-7556402,-8881561,-10197936,-10988479,-11778245,-8882307,-6971982,-5916975,-6176800,-7953741,-9344161,-10921401,-11250881,-11711945,-12567250,-10989509,-11712458,-12434894,-10921918,-10002360,-8032912,-11711945,-11909326,-11250884,-10856641,-10593986,-12370130,-13816796,-11184835,-9019316,-9029044,0.77
634,'2019/09/19 21:52:28:062',3,-12828884,-12828884,-12894421,-12368336,-12105422,-12236494,-12368335,-12565201,-12696784,-13025750,-12170955,-12237005,-12434384,-12697555,-12434383,-11973834,-12302284,-12565198,-12236234,-12302285,-10854841,-11250115,-11776969,-12237775,-12039884,-12171212,-15066861,-15131881,-11907528,-11578822,-6644091,-9078947,-10527420,-11514056,-11382212,-13224154,-13092307,-11513283,-10657979,-10789823,-131334,-4210009,-9013925,-10724797,-10658745,-10197937,-12763856,-13355734,-10657717,-10394807,-65794,-2762813,-6776690,-7168854,-7166283,-7429967,-6968903,-7167055,-8483957,-10064026,-3749449,-5526346,-5392429,-5192212,-4665101,-4072712,-4268552,-4663822,-4992267,-6768686,-8815768,-9277336,-8421752,-8287850,-6181434,-5589042,-5127200,-5254923,-5711619,-7494726,-10855864,-11119553,-11580360,-12369868,-8420994,-7892323,-8153946,-7758675,-8353396,-7901067,-11777225,-11843532,-11185092,-10856129,-10462398,-12238285,-13487829,-11053247,-8953264,-9027758,0.77
635,'2019/09/19 21:52:28:128',3,-12631256,-12631256,-12631256,-12105170,-11973328,-12038865,-12170706,-12302290,-12564692,-12828121,-11907790,-12039376,-12236755,-12500181,-12236753,-11775948,-12104653,-12367824,-11973323,-12104398,-10591674,-11052484,-11513803,-12105681,-11842509,-11908301,-15066097,-15065580,-11644616,-11315400,-6446714,-8815779,-10395069,-11251144,-11184835,-13027036,-12960469,-11315907,-10460602,-10592193,-131334,-4012632,-8816548,-10461884,-10526906,-10066098,-12697811,-13289689,-10460342,-10131895,-65794,-2697022,-7500684,-8946829,-8945027,-9602952,-9208193,-8484992,-9407387,-10000305,-3551816,-5789271,-5326636,-4730631,-4334341,-3809799,-3874054,-4202246,-4926225,-7164476,-8552598,-7500395,-6314819,-5851179,-4995100,-4008465,-4138251,-4926732,-5120260,-6241051,-10592441,-10856128,-11316934,-12106187,-7302500,-6510403,-5586980,-5517583,-6438697,-8093295,-11514060,-11646159,-10987461,-10593216,-10199228,-11909323,-13092306,-10658232,-8624302,-8763822,0.77
636,'2019/09/19 21:52:28:162',3,-12236753,-12236755,-12236754,-11710412,-11512779,-11644107,-11775947,-11973069,-12104652,-12433874,-11513284,-11644617,-11842254,-12105679,-11842252,-11315654,-11644615,-11973065,-11578566,-11644359,-10262449,-10592187,-11118789,-11645643,-11447750,-11578824,-14803181,-14868456,-11249602,-10855105,-5986163,-8421019,-10000564,-10790850,-10790077,-12763862,-12631759,-10986684,-10065842,-10262967,-65797,-3617872,-8356254,-10132662,-10132148,-9671597,-12369103,-13026516,-10000303,-9737392,-65794,-2368056,-7435151,-9408930,-9473178,-10262433,-10064537,-8814992,-9276320,-9540012,-3091521,-5723483,-5063724,-4203524,-3676418,-3348996,-3282948,-3742470,-4992537,-7428683,-8091790,-6513494,-5458733,-4928784,-3809543,-2758146,-3216643,-4136709,-4331779,-5385227,-10197679,-10198451,-10330288,-11053491,-6710355,-5918519,-4863256,-4792579,-5448200,-7628105,-10988228,-11251143,-10461373,-10198456,-9738676,-10987957,-11644336,-9604248,-8031646,-8303268,0.77
637,'2019/09/19 21:52:28:195',3,-12171218,-12171218,-12171473,-11644875,-11447497,-11578570,-11710412,-11907533,-12104654,-12368338,-11447495,-11579082,-11776716,-12040143,-11776715,-11315910,-11644615,-11907529,-11578566,-11644359,-10131633,-10657723,-11053509,-11645643,-11447750,-11513286,-14803180,-14868200,-11249857,-10855105,-5986163,-8355482,-9935029,-10790850,-10724542,-12698326,-12631760,-10921149,-10000562,-10263222,-65796,-3552336,-8356254,-10132918,-10132404,-9671597,-12369103,-12961237,-10000048,-9737392,-65794,-2302520,-7435665,-9803950,-9935022,-10921655,-10986417,-9144735,-9211045,-9540013,-3091521,-6118505,-5787970,-4730903,-4071693,-3875340,-3678219,-4204049,-5783086,-8022113,-8026254,-6184267,-5326885,-4796939,-3744006,-2692354,-3019266,-3873797,-4069636,-5057034,-10131887,-9737895,-9408664,-9934229,-6183239,-5787449,-4798234,-4727043,-5118466,-7098159,-10922437,-11120070,-10395837,-10132661,-9212067,-9868180,-10261387,-8615798,-7700099,-8302494,0.77
638,'2019/09/19 21:52:28:228',3,-11842513,-11973585,-11908048,-11381450,-11118280,-11184073,-11381449,-11578570,-11775692,-12170449,-11184068,-11250118,-11382219,-11776718,-11513290,-10986690,-11315396,-11578566,-11249347,-11315142,-9868206,-10263223,-10724545,-11250889,-11118787,-11250115,-14671597,-14671079,-10920637,-10591676,-5591662,-7960727,-9606320,-10461631,-10395577,-12435157,-12368588,-10657976,-9737134,-9868723,-65796,-3223627,-7896217,-9803954,-9803439,-9342889,-12106189,-12698067,-9671083,-9408428,-65794,-2039347,-7040910,-9475243,-9672108,-10659000,-10921141,-8750751,-8816802,-9211304,-2762812,-6184563,-6183767,-5193521,-4665382,-4336927,-4139804,-4731427,-6047549,-8154734,-7565961,-5394489,-4733716,-4269576,-3152132,-2297602,-2493442,-3019523,-3281666,-4530950,-9868715,-8948375,-8158075,-8484979,-5260858,-4998196,-4272151,-4135426,-4264449,-6240282,-10593473,-10790853,-10066617,-9737907,-8224394,-8485235,-8878187,-7429461,-7038819,-7905937,0.77
